id,name,pos_categ_ids,standard_price,barcode,default_code,list_price,PRECIO,PRECIO Oferta,description_ecommerce,is_favorite,is_published,LISTA RÍO,CONTEO,Ancho (cm),Fondo (cm),Alto (cm),Material Principal,WHSAL/Stock,WHSAL/Apartados,T1/San Pedro,T2/Satélite,T3/Crea,T4/Río,CONS/Liliana,CONS/Mario,CONS/Lalo,W24 SELLOUT,W25 SELLOUT,W26 SELLOUT,W27 SELLOUT,W28 SELLOUT,W29 SELLOUT,W30 SELLOUT,PEDIDOS JUNIO,Ubicaciones_App
NUEVONuevo,Cabecera Rústica Tapizada,Cabeceras,,777245010459,,8500,"$8,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Cabecerta Tiras,Cabeceras,,777245010460,,6500,"$6,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Credenza Tena Grande,Credenza,,777245010461,,7000,"$7,000 ",,,,,"$6,500 ",,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Credenza Tena Chica,Credenza,,777245010462,,5000,"$5,000 ",,,,,"$4,500 ",,84,34,85,Parota / Pino,,,,,,,,,,,,,,,,,,
NUEVONuevo,Credenza Oval Tena,Credenza,,777245010463,,19000,"$19,000 ","$15,000 ",,,,"$8,000 ",,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Lámpara Pantalla Colmena,LÁmparas,,777245010464,,500,"$500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Librero Cuadros,Librero,,777245010465,,8000,"$8,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Cantina Mini MAF,Cantinas,,777245010466,,11500,"$11,500 ","$3,500 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Mesa Lateral Marquetería de Parota y Herrería,Mesas / Mesas Laterales,,777245010467,,3000,"$3,000 ","$1,500 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Librero Industrial 1.2 x 2,Librero,,777245010468,,12000,"$12,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Mesa Comedor Parota y Herrería,Mesas / Mesas de Comedor,,777245010469,,35000,"$35,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Banca Parota Sólida,Bancas,,777245010470,,14500,"$14,500 ","$12,000 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Librero Industrial Parota 0.4 x 2m,Librero,,777245010471,,8000,"$8,000 ","$6,800 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Set 3 Espejos Biselados,Espejos,,777245010472,,12800,"$12,800 ","$10,800 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Banco Alga Marina,Bancos,,777245010473,,5500,"$5,500 ",,,,,"$5,000 ",,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Mesa de Centro San Diego,Mesas / Mesas de Centro,,777245010474,,800,"$800 ",,,,,"$600 ",,72,72,44,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Banca Acapulco,Bancas,,777245010475,,1600,"$1,600 ",,,,,,,132,80,95,Herrería,,,,,,,,,,,,,,,,,,
NUEVONuevo,Mecedora Acapulco,Mecedoras,,777245010476,,900,"$900 ",,,,,,,80,90,90,Herrería,,,,,,,,,,,,,,,,,,
NUEVONuevo,Sillón Acapulco,Sillones,,777245010477,,800,"$800 ",,,,,,,80,83,95,Herrería,,,,,,,,,,,,,,,,,,
NUEVONuevo,Banca Parota Sólida 202,Bancas,,777245010478,,9800,"$9,800 ","$4,500 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Mueble Rústico 2 Puertas,,,777245010479,,4900,"$4,900 ","$3,400 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Sofá Gris Ondas,Sofás,,777245010480,,27900,"$27,900 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Mesa de Centro Elena Pino,Mesas / Mesas de Centro,,777245010481,,15000,"$15,000 ","$9,000 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Juego de Ajedrez Gigante 3 Piezas,Jarrones,,777245010482,,47000,"$47,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Pieza Individual Ajedrez Gigante,Jarrones,,777245010483,,17000,"$17,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Set Cuadros Mano 3 Piezas,Cuadros,,777245010484,,18000,"$18,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Pedestal Guamuchil,Pedestales,,777245010485,,10000,"$10,000 ","$4,500 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Juego de 3 Jarrones Atardecer,Jarrones,,777245010486,,12780,"$12,780 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Jarrón Grande Vino Roso 1875,Jarrones,,777245010487,,6900,"$6,900 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Juego de 3 Jarrones Moka,Jarrones,,777245010488,,8000,"$8,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Credenza Guamuchil,Credenza,,777245010489,,28000,"$28,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Jarrón Beccia Tubo Mediano,Jarrones,,777245010490,,4500,"$4,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Jarrón Beccia Tubo Chico,Jarrones,,777245010491,,3700,"$3,700 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Barra de Fresno 1.6 x 0.8 x 1.05m,Raíces,,777245010492,,55000,"$55,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Silla Caceres,Sillas,,777245010493,,3900,"$3,900 ","$1,950 ",,,,,,56,56,75,Herrería,,,,,,,,,,,,,,,,,,
NUEVONuevo,Mesa Bar Guamúchil,Raíces,,777245010494,2m x 1.04m,74500,"$74,500 ","$67,000 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Base Raíz Parota Para Barra,Raíces,,777245010495,,29000,"$29,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Juego 2 Jarrones Rosa,Jarrones,,777245010496,,11000,"$11,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NUEVONuevo,Árbol Bonsai,Árboles,,777245010497,,8900,"$8,900 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Bufetero Prisma,Bufeteros,,777245010524,,32000,"$32,000 ",,,,,,,220,45,84,Parota Sólida,,,,,,,,,,,,,,,,,,
NuEvOO,Perchero maf con Espejo,Percheros,,777245010525,,9000,"$9,000 ","$5,000 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Alacena maf Rústica,Alacenas,,777245010526,,19000,"$19,000 ","$12,900 ",,,,,,#N/A,#N/A,#N/A,,,1,,,,,,,,,,,,,,,,APARTADOS-SALÓN-APARTADOS-2.2:1
NuEvOO,Maceta Cubeta Rústica,Macetas,,777245010527,,1300,"$1,300 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Alacena Industrial Pequeña,Alacenas,,777245010528,,7500,"$7,500 ","$4,000 ",,,,,,#N/A,#N/A,#N/A,,0,,,,,,,,,,,,,,,,,
NuEvOO,Mesa de Comedor Antigua Talavartería,Mesas / Mesas de Comedor,,777245010529,,24000,"$24,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Juego de 3 Jarrones Tubo Ancho,Jarrones,,777245010530,,14500,"$14,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Bufetero Polígono Parota,Bufeteros,,777245010531,,32000,"$32,000 ",,,,,"$19,200 ",,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Jarrones Beccia Trompo Nieve Sucia,Jarrones,,777245010532,,12000,"$12,000 ",,,,,"$8,000 ",,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Jarrones Beccia Trompo Moka,Jarrones,,777245010533,,12000,"$12,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Raíz de Madroño 1000,Raíces,,777245010534,,1000,"$1,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Raíz de Madroño 2000,Raíces,,777245010535,,2000,"$2,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Raíz de Madroño 3000,Raíces,,777245010536,,3000,"$3,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Silla Meroni Leonore Marmol,Sillas,"1,960.00",777245010537,,"4,815.00","$4,815 ",,,FALSE,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Bufetero Kirei,Bufeteros,,777245010538,,32000,"$32,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Recibidor Macarena 80,Recibidores,,777245010539,,9800,"$9,800 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Sillón Yunque,Sillones,,777245010540,,3200,"$3,200 ","$2,800 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
NuEvOO,Mesa de Centro Anillo Parota,Mesas / Mesas de Centro,,777245010541,,15000,"$15,000 ",,,,,,,123,88,37,Parota Sólida,,,,,,,,,,,,,,,,,,
NuEvOO,Estantería Barca Media,Libreros,,777245010542,,24000,"$24,000 ","$18,000 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Librero Loreta,Libreros,5939,777245010543,,16799,"$16,799 ",,,,,,,120,35,200,Parota Sólida,,,,,,,,,,,,,,,,,,
Cargado,Credenza Loretta,Credenza,3533,777245010544,,9995,"$9,995 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Librero Columbia,Libreros,5481,777245010545,,15499,"$15,499 ",,,,,,,120,35,192,Parota Sólida,,,,,,,,,,,,,,,,,,
Cargado,Escritorio Eros,Escritorios,2981,777245010546,,8399,"$8,399 ",,,,,,,120,60,79,Parota Sólida,,,,,,,,,,,,,,,,,,
Cargado,Credenza Parota Herrería x,Credenza,,777245010547,,11500,"$11,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Centro de TV Industrial 213,Muebles de TV,,777245010548,,12000,"$12,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Centro de TV Industrial 214,Muebles de TV,,777245010549,,12000,"$12,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Centro de TV Industrial 215,Muebles de TV,,777245010550,,12000,"$12,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Mesa de Centro Rústica Cruzado,Mesas / Mesas de Centro,,777245010551,,4000,"$4,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Sillón Redondo Parota,Sillones,,777245010552,,12000,"$12,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Mesa Comedor Rústica Antigua,Mesas / Mesas de Comedor,,777245010553,,24000,"$24,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Silla Polín Tejida Tule,Sillas,,777245010554,,4500,"$4,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Mesa de Centro Irepan X,Mesas / Mesas de Centro,,777245010555,,12800,"$12,800 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Mesa de Comedor Industrial Black 6P,Mesas / Mesas de Comedor,,777245010556,,14000,"$14,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Barra Tena Parota,Cantinas / Barras,,777245010557,,38000,"$38,000 ",,2.5m x 0.58m x 1m,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Bufetero Tena,Bufeteros,,777245010558,,25000,"$25,000 ",,,,,,,200,45,89,Chapa de Parota,,,,,,,,,,,,,,,,,,
Cargado,Banca Tijera,Bancas,,777245010559,,5900,"$5,900 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Banca Iran,Bancas,,777245010560,,5700,"$5,700 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Bufetero Rosa Morada,Bufeteros,,777245010561,,44000,"$44,000 ","$22,000 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sillón Moon,Sillones,,777245010562,,6500,"$6,500 ",,,,:),,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Mesa de Centro Kirei 1.58x1.55,Mesas / Mesas de Centro,,777245010563,,25000,"$25,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Mesa Auxiliar Lady 4P,Mesas / Mesas de Comedor,,777245010564,,8800,"$8,800 ",,,,,,,100,100,77,Pino,,,,,,,,,,,,,,,,,,
New,Sofá Cama Kids Colores,Salas / Sofá Cama,,777245010565,,6500,"$6,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Perchero Industrial,Percheros,,777245010566,,1800,"$1,800 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Espejo Tena Circular,Espejos,,777245010567,,9000,"$9,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Isla de Cocina Rústica Expandible,Islas,,777245010568,,14000,"$14,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Credenza Bicicleta,Credenza,,777245010569,,15000,"$15,000 ",,Antigüedad,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Credenza Rin Antiguo,Credenza,,777245010570,,12000,"$12,000 ",,Antigüedad,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Barra Tena Pino,Cantinas / Barras,,777245010571,,25000,"$25,000 ","$11,500 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Mesa Comedor Zumi,Mesas / Mesas de Comedor,,777245010572,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Mesa Comedor Zenith 6P 1.6,Mesas / Mesas de Comedor,,777245010573,,,,,,,,,,#N/A,#N/A,#N/A,,1,,1,1,,,,,,,,,,,,,,
New,Sillón Santos,Sillones,,777245010574,,5500,"$5,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Colchón Carreiro Super Europeo,Colchones,,777245010575,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Bufetero Polígono Teca,Bufeteros,,777245010576,,32000,"$32,000 ",,,,,"$25,000 ",0,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Juego de 3 Jarrones Cigarro Nieve Sucia,Jarrones,,777245010577,,14000,"$14,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sofá Cama Area Kudu,Sofá Cama,6450,777245010578,,18700,"$18,700 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sofá Señorial Kudu,Sofás,6295,777245010579,,18250,"$18,250 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sillón Zermat,Sillón,4150,777245010580,,12050,"$12,050 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sillón Keops,Sillón,4250,777245010581,,12350,"$12,350 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Bufetero Rústico Natural Parota 1.6,Bufeteros,,777245010582,,26000,"$26,000 ",,,,,,,160,44,90,Parota Sólida,,,,,,,,,,,,,,,,,,
New,Bufetero Uxmal 1.2,Bufeteros,,777245010583,,26000,"$26,000 ",,,,,,,120,45,90,Parota Sólida,,,,,,,,,,,,,,,,,,
New,Bufetero Uxmal,Bufeteros,,777245010584,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sofá Maya Individual,Sofás,,777245010585,,15000,"$15,000 ",,0.88m x 1m,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sofá Maya Dual,Sofás,,777245010586,,22000,"$22,000 ",,1.70m x 1m,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sofá Maya Triple,Sofás,,777245010587,,28000,"$28,000 ",,2.05m x 1m,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sala Adela,,,777245010588,,"13,650","$13,650 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Espejo Mali Ovalo,,,777245010589,,6000,"$6,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Perchero Estrella Parota Gde,Percheros,,435872784509,,3500,"$3,500 ",,,,,,,63,37,190,Parota Sólida,,,,,,,,,,,,,,,,,,
New,Perchero Estrella Parota Ch,Percheros,,435872784510,,1900,"$1,900 ",,,,,,,24,48,106,Parota Sólida,,,,,,,,,,,,,,,,,,
New,Sillón Shell 2P,Sillones,,435872784511,,7500,"$7,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sillón Shell 3P,Sillones,,435872784512,,8500,"$8,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Sillón Flor 2P,Sillones,,435872784513,,7500,"$7,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
New,Banca Raíz de Parota,Raíces,,435872784514,,"19,000","$19,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Raiz de Madroño,Raíces,,435872784515,,7500,"$7,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Pedestal Circular Parota,Pedestales,,435872784516,,2500,"$2,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Espejo Vintage,Espejos,,435872784517,,16000,"$16,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Mesa de Centro Parota,Mesas / Mesas de Centro,,435872784518,,17500,"$17,500 ",,,,,,,120,90,39,Parota Sólida,,,,,,,,,,,,,,,,,,
,Mesa de Centro Cactus,Mesas / Mesas de Centro,,435872784519,,22000,"$22,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Silla Napoli Glos Steel,Sillas,2137,435872784520,,5145,"$5,145 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Sillón Ocasional Shell Gris,Sillones,,435872784521,,3200,"$3,200 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Mesa Comedor Lady Rectangular,Mesas / Mesas de Comedor,,648273628637,,10000,"$10,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Espejo Mali Péndulo Ch,Espejos,,435872784522,,3500,"$3,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Sala Napoli Fluffy Porcelain,Salas,,435872784523,,39500,"$39,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Sala Leonore Scar Ecru,Salas,15700,435872784524,,45530,"$45,530 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Sala Giant Scar Chesnut,Salas,24000,435872784525,,70000,"$70,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Mesa Comedor Merida 6P,Mesas / Mesas de Comedor,,435872784527,,12999,"$12,999 ",,,,,,,171,110,80,Chapa de Parota,,,,,,,,,,,,,,,,,,
Cargado,Mesa de Centro Brig,Mesas / Mesas de Centro,6122.55,435872784529,,12399,"$12,399 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Bufetero On,Bufeteros,9817.5,435872784530,,28499,"$28,499 ",,,,,,,200,40,82,Chapa de Nogal,,,,,,,,,,,,,,,,,,
Cargado,Bufetero Are,Bufeteros,5712,435872784531,,16499,"$16,499 ",,,,,,,150,40,85,Chapa de Nogal,,,,,,,,,,,,,,,,,,
Cargado,Mesa Centro Cinamon Parota,Mesas de Centro,3465,435872784532,,10500,"$10,500 ",,,,,,,110,110,39,Chapa de Parota,,,,,,,,,,,,,,,,,,
Cargado,Sillón Individual Sala Suiza,Sillones,,435872784533,,3800,"$3,800 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Sillón Doble Sala Suiza,Sillones,,435872784534,,7200,"$7,200 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Juego de Monjes Barro (5pzs),Jarrones,,435872784535,,16000,"$16,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Silla Tena,Sillas,,435872784536,,3800,"$3,800 ","$2,500 ",,,:),6piezas,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Mesa Comedor Zenith 6P 1.8,Mesas / Mesas de Comedor,,435872784537,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Mesa Comedor Zenith 8P,Mesas / Mesas de Comedor,,435872784538,,,,,,,,,,160,100,78,Marmol,,,,,,,,,,,,,,,,,,
Cargado,Mesa de Comedor Zenith 4P,Mesas / Mesas de Comedor,,435872784539,,8000,"$8,000 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
Cargado,Sillón Manopla Baseball,Sillones,,435872784540,,6500,"$6,500 ",,,,:),,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Mesa Desayunador Redondo Parota 4P,Mesas / Mesas de Comedor,,435872784541,,4500,"$4,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Mesa Lateral Macarena 80cm,Mesas / Mesas Laterales,,435872784542,,8500,"$8,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Mesa Auxiliar Macarena 100cm,Mesas / Mesas Laterales,,435872784543,,13500,"$13,500 ",,,,,,,99,99,77,,,,,,,,,,,,,,,,,,,
,Mesa Bar Pino Herrería Alta Gde,Mesas / Mesas de Comedor,,435872784544,,7500,"$7,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Bufetero 1.60 Pino,Bufeteros,,435872784545,,16000,"$16,000 ","$8,900 ",,,:),3piezas,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Bufetero Gerard Pino,Bufeteros,,435872784546,,15500,"$15,500 ","$8,500 ",,,,,,160,42,85,Pino,,,,,,,,,,,,,,,,,,
,Bufetero 1.60 Chapa de Parota,Bufeteros,,435872784547,,16000,"$16,000 ","$8,900 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Librero MAF 3 niveles,Libreros,,435872784548,,9900,"$9,900 ",,,,,,,80,30,210,,,,,,,,,,,,,,,,,,,
,Librero MAF 5 Repizas,Libreros,,435872784549,,13500,"$13,500 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Sillón Bombón Giratorio,Sillones,,435872784550,,4800,"$4,800 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Mesa de Centro de Sabino,Mesas de Centro,,435872784551,,16900,"$16,900 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,"Librero MAF 5 Repisas Parota ",Librero,,435872784552,,14800,"$14,800 ",,,,,,,#N/A,#N/A,#N/A,Parota,,,,,,,,,,,,,,,,,,
,Credenza Parota L,Credenzas,,435872784553,,50000,"$50,000 ","$48,000 ",,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Pedestal Cuad MAF Ch,Pedestales,,435872784554,,600,"$600 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Pedestal Cuad MAF Md,Pedestales,,435872784555,,800,"$800 ",,,,,,,30,30,74,Pino,,,,,,,,,,,,,,,,,,
,Pedestal Cuad MAF Gde,Pedestales,,435872784556,,1000,"$1,000 ",,,,,,,30,30,94,Pino,,,,,,,,,,,,,,,,,,
,Juego de 3 Pedestales Cuad MAF,Pedestales,,435872784557,,2400,"$2,400 ",,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Desayunado Puerta Antigua,Mesas de Comedor,,435872784558,,19000,"$19,000 ",,"Esta mesa de madera maciza deslumbra con sus vetas naturales y texturas profundas, transmitiendo la esencia de la artesanía tradicional. Su acabado rústico y robusto envuelve el ambiente en una atmósfera cálida y sofisticada, perfecta para quienes buscan fusionar elegancia y autenticidad en cada rincón. Ideal para realzar espacios con un lujo campestre que invita a disfrutar momentos memorables.",,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,Credenza Tenan Parota Sólida,Credenzas,,435872784559,,16000,"$16,000 ",,"Esta consola de madera maciza deslumbra con su diseño artesanal y líneas geométricas, evocando la esencia de la elegancia rústica. Las vetas naturales y el relieve trabajado a mano aportan calidez y sofisticación, convirtiéndola en una pieza única que transforma cualquier ambiente en un espacio acogedor y distinguido. Ideal para recibir en la entrada o complementar la sala, invita a disfrutar de la belleza de lo hecho a mano.",,,,,120,40,81,Parota Sólida,,,,,,,,,,,,,,,,,,
